Year,Month,Reported on,SVE,CVE,Title,Affected versions,Severity,Description,Acknowledgement
2017,1,2016-11-29,SVE-2016-7751,,Several Security flaws in libskia library,M(6.0),Moderate,"The vulnerability allows an attacker to trigger a crash when parsing malformed images.
The patch prevents a crash by using fixed values instead of variable ones for buffers.",
2017,2,2016-09-16,SVE-2016-7180,,Contact list leakage in logfile via broadcasting unprotected intent,"M(6.0), N(7.0)",Low,"The vulnerability exposes contact information and list of installed applications in the system-accessible log.
The patch removes the problematic code.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,2,2016-09-21,SVE-2016-7123,,Crash on InputMethod via unprotected receiver using specific intent,"KK(4.4), L(5.0/5.1), M(6.0)",Low,"The vulnerability in several Recevier components of InputMethod application can result in crash and restart system UI when the malformed serializable objects are passed.
The patch complements the exception handling routine to prevent crash.",Quhe of Ant-financial Light-Year Security Lab
2017,2,2016-08-04,SVE-2016-6942,,Security issue on package name check logic on SVoice,"L(5.0/5.1), M(6.0)",Moderate,"There are two SVoice vulnerabilities. One is a Hare hunting vulnerability with insufficient verification when installing applications, and the other allows the provider to be seized by any other applications that uses custom provider without declaring any permission.
The patch fixes SVoice to find the exact applications with proper verification and adds protection to the provider by declaring required permission.",
2017,3,2016-12-04,SVE-2016-7797,,Restricted account security flaw,"L(5.0/5.1), M(6.0) all tablet devices",Moderate,"A vulnerability allows an unauthorized user to create additional user accounts in tablets resulting in unauthorized access to user data in external storage.
The patch protects tablet devices by removing ""add user"" feature on lockscreen interface.","Costandinos ""Dino"" Tsagaratos"
2017,3,2016-12-20,SVE-2016-7930,,Multiple Buffer Overflow in Qualcomm Bootloader,Galaxy S5 with Qualcomm AP chipset,Critical,"A buffer overflow vulnerability exist in Qualcomm bootloader.
The patch prevents buffer overflow by removing the problematic source code.",Fr?d?ric Basse
2017,3,2017-01-12,SVE-2017-8114,,Crash on AudioService via unprotected intent,"KK(4.4), L(5.0/5.1), M(6.0), N(7.0)",Low,"Lack of appropriate exception handling in some receivers of the AudioService application allows attackers crash the system easily resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,3,2017-01-12,SVE-2017-8116,,Crash on AudioService via unprotected intent,"KK(4.4), L(5.0/5.1), M(6.0), N(7.0)",Low,"Lack of appropriate exception handling in some receivers of the AudioService application allows attackers crash the system easily resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,3,2017-01-12,SVE-2017-8117,,Crash on AudioService via unprotected intent,"KK(4.4), L(5.0/5.1), M(6.0), N(7.0)",Low,"Lack of appropriate exception handling in some receivers of the AudioService application allows attackers crash the system easily resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,4,2016-12-15,SVE-2016-7901,,RKP kernel protection bypass via lack of MSR trapping on Qualcomm devices,N(7.0) with Qualcomm chipset,Moderate,"The vulnerability allows attackers to create disallowed memory mappings via RKP kernel protection bypass.
Qualcomm patch is applied.",Gal Beniamini of Google Project Zero
2017,4,2016-09-21,SVE-2016-7142,,Various setting properties can be reset by unprotected intent,"M(6.0), N(7.x)",Low,"The vulnerability allows unauthorized processes to reset the configuration of various applications by broadcasting an unprotected intent.
The patch restricts the senders capable of broadcasting the intent by permission.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,4,2017-01-12,SVE-2017-8109,,Crash on several services via Serializable object,"KK(4.4), L(5.0/5.1), M(6.0), N(7.x)",Low,"Lack of appropriate exception handling for Intents including Serializable instance allows attackers crash several system processes resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,4,2017-01-12, SVE-2017-8110,,Crash on several services via Serializable object,"KK(4.4), L(5.0/5.1), M(6.0), N(7.x)",Low,"Lack of appropriate exception handling for Intents including Serializable instance allows attackers crash several system processes resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,4,2017-01-12,SVE-2017-8115,,Crash on several services via Serializable object,"KK(4.4), L(5.0/5.1), M(6.0), N(7.x)",Low,"Lack of appropriate exception handling for Intents including Serializable instance allows attackers crash several system processes resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,4,2017-01-12,SVE-2017-8118,,Crash on several services via Serializable object,"KK(4.4), L(5.0/5.1), M(6.0), N(7.x)",Low,"Lack of appropriate exception handling for Intents including Serializable instance allows attackers crash several system processes resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,4,2017-01-12,SVE-2017-8119,,Crash on several services via Serializable object,"KK(4.4), L(5.0/5.1), M(6.0), N(7.x)",Low,"Lack of appropriate exception handling for Intents including Serializable instance allows attackers crash several system processes resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",Qing Zhang of Xiaomi and Guangdong Bai of Singapore Institute of Technology (SIT)
2017,4,2017-02-14,SVE-2017-8290,,User data can be leaked by read log file,"L(5.0/5.1), M(6.0), N(7.x)",Moderate,"When devices are rebooted by unexpected crashes, numerous information can be leaked by world-wide readable log files created during reboot time.
The fix restricts access to the log files by reducing read permissions.",Ryan Johnson and Angelos Stavrou of Kryptowire
2017,4,2017-02-13,SVE-2017-8285,,Crash in SLocation by calling not-implemented API,M(6.0),Low,"Mismatching between declaration in AIDL and its implementation for a specific function allows attackers to make a system crash resulting in a possible DoS attack.
The patch prevents crash by removing unused functions.","Ye Zhou, Leiyong Xu and Bo Li of Qihoo 360"
2017,4,2016-08-25,SVE-2016-6989,,Memory Leak in Camera via ion,"M(6.0), N(7.x) devices with Exynos7420 or Exynox8890 chipset",Moderate,"A carved out heap memory in camera was not properly initialized to zero until the next memory allocation resulting in possible memory leak.
The fix prevents leakage of memory by adding implementation of memory initialization of carved out heap memory, when memory is freed.",Zhiyun Qian and Dongdong She
2017,5,2017-02-23,SVE-2017-8389,,Security issue patch for vulnerabilities of wifi related intents,"L(5.0/5.1), M(6.0), N(7.x)",Low,"Lack of appropriate exception handling for Intents including Serializable instance allows attackers crash several system processes resulting in a possible DoS attack.
The patch restricts the senders capable of broadcasting the intent by permission.",Ryan Johnson and Angelos Stavrou of Kryptowire
2017,5,2017-02-21,SVE-2017-8363,,"Serializable intent reboot about ""android.intent.action.SIOP_LEVEL_CHANGED""","KK(4.4), L(5.0/5.1), M(6.0)",Moderate,"Lack of appropriate exception handling for Intents including Serializable instance allows attackers crash a system process resulting in a possible DoS attack.
The patch protects the receiver by changing to protected intent.",Vulpecker Team of qihoo360
2017,5,2017-03-14,SVE-2017-8593,,A Denial of Service for tima service,N(7.0),Low,"Timaservice has a mismatched function between its declaration and definition, and it can lead to kernel panic.
The patch removes the problematic function.","Ye Zhou, Leiyong Xu and Bo Li of Qihoo 360"
2017,5,2017-03-08,SVE-2017-8524,,Possible to disable location service on device locked,N(7.x),Low,"A vulnerability which allows disabling location service on a locked device can make it impossible to find lost devices.
The patch prevents disabling location service without unlocking devices.",Zane
2017,5,2017-02-24,SVE-2017-8390,,Some local DoS vulnerabilities force the phone to restart in framework.jar,"L(5.0/5.1), M(6.0), N(7.x)",Moderate,"Lack of appropriate exception handling for Intents including Serializable instance allows attackers crash a system process resulting in a possible DoS attack.
The patch prevents system crashes by handling unexpected exceptions.",
2017,6,2017-02-13,SVE-2017-8286,,Null Pointer exception in PersonManager,"KK(4.4), L(5.0/5.1), M(6.0)",Low,"A vulnerability dereferencing Null-pointer in PersonManager can lead to memory corruption and potentially be abused by attackers.
The patch verifies if the object is null before dereferencing it.","Ye Zhou, Leiyong Xu and Bo Li of Vulpecker Team, Qihoo 360 Technology Co. Ltd."
2017,6,2017-02-13,SVE-2017-8287,,Null Pointer Exception in WifiService by adb-cmd,M(6.0),Low,"A vulnerability dereferencing Null-pointer in WifiService can lead to memory corruption and potentially be abused by attackers.
The patch verifies if the object is null before dereferencing it.","Ye Zhou, Leiyong Xu and Bo Li of Vulpecker Team, Qihoo 360 Technology Co. Ltd."
2017,6,2017-03-23,SVE-2017-8701,,Security issue patch for vulnerability that allows arbitrary applications to send sms without permission,"KK(4.4), L(5.0/5.1), M(6.0), N(7.x)",Moderate,"A vulnerability allows unauthorized application to send premium SMS messages without user interaction or permission.
The patch protects the receiver by changing to protected intent.",Yousra Aafer of Purdue University
2017,6,2017-03-23,SVE-2017-8702,,Security issue patch for vulnerability to force notification that sms storage is full,"KK(4.4), L(5.0/5.1), M(6.0), N(7.x)",Low,"A vulnerability prevents users from receiving SMS messages by faking that message inbox is full.
The patch protects the receiver by escalating privilege to send the intent.",Yousra Aafer of Purdue University
2017,6,2017-03-24,SVE-2017-8706,,Setting and bypassing user restrictions without any permissions,M(6.0),Moderate,"A vulnerability allows attackers to restrict users¡¯ usability of some features including outgoing call, and outgoing text message.
The patch mitigates the risk by checking the permission of the caller.",Yousra Aafer of Purdue University
2017,6,2017-04-21,SVE-2017-9000,,Launch Any Activity with System Privilege via persona,N(7.x),Moderate,"A vulnerability allows attackers to launch activities with system privilege via ¡®persona¡¯, because an important API is not protected by permissions checks.
The patch mitigates the risk by checking the permissions at the API.",Yousra Aafer of Purdue University
